canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,type,units,value
O=C(CSc1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CCCC3)NCc1ccco1,CHEMBL1774326,IC50,nM,90720.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,90.72
Cc1ccc(C(=O)N/C(=C\c2ccc(-c3cccc([N+](=O)[O-])c3)o2)C(=O)NCCCN(C)C)cc1,CHEMBL1350514,IC50,nM,38570.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,38.57
Cc1ccc(C(=O)N/C(=C\c2ccc(-c3ccccc3[N+](=O)[O-])o2)C(=O)NCCCN(C)C)cc1,CHEMBL1315054,IC50,nM,41390.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,41.39
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)O)C(C)C)C(=O)N[C@H](C#N)CCC(N)=O,CHEMBL2316336,IC50,nM,39000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,39.0
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C#N)CCC(N)=O,CHEMBL2316337,IC50,nM,4600.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,4.6
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@H](C#N)CCC(N)=O,CHEMBL2316338,IC50,nM,49000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,49.0
Cc1cc(C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)CCC(N)=O)C(C)C)no1,CHEMBL2316339,IC50,nM,49000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,49.0
Oc1cc(O)cc(O)c1,CHEMBL473159,IC50,nM,200000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,200.0
Oc1cc(O)c(Oc2cc(O)cc(O)c2Oc2cc(O)cc(O)c2-c2c(O)cc(O)cc2O)c(O)c1,CHEMBL459393,IC50,nM,177100.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,177.1
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc4oc5c(Oc6cc(O)cc(O)c6)c(O)cc(O)c5c4c2O3)c1,CHEMBL510508,IC50,nM,174600.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,174.6
Oc1cc(O)cc(Oc2c(O)cc(Oc3c(O)cc(O)cc3O)cc2O)c1,CHEMBL2391422,IC50,nM,164700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,164.7
Oc1cc(O)c2oc3cc(O)c4oc5cc(O)cc(O)c5oc4c3oc2c1,CHEMBL559870,IC50,nM,158300.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,158.3
Oc1cc(O)c2oc3cc(O)c4oc5cc(O)cc(O)c5oc4c3oc2c1,CHEMBL559870,IC50,nM,146500.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,146.5
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,CHEMBL40275,IC50,nM,132000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,132.0
Oc1cc(O)cc(Oc2c(Oc3c(O)cc(O)cc3O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,CHEMBL2391423,IC50,nM,112200.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,112.2
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(O)cc4O)cc2O3)c1,CHEMBL456228,IC50,nM,112000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,112.0
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,CHEMBL8145,IC50,nM,105000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,105.0
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,CHEMBL508791,IC50,nM,68100.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,68.1
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,CHEMBL399121,IC50,nM,60000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,60.0
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(O)cc4O)cc2O3)c1,CHEMBL456228,IC50,nM,42100.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,42.1
Oc1cc(O)c(Oc2cc(O)cc(O)c2Oc2cc(O)cc(O)c2-c2c(O)cc(O)cc2O)c(O)c1,CHEMBL459393,IC50,nM,22500.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,22.5
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc4oc5c(Oc6cc(O)cc(O)c6)c(O)cc(O)c5c4c2O3)c1,CHEMBL510508,IC50,nM,16700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,16.7
Oc1cc(O)cc(Oc2c(Oc3c(O)cc(O)cc3O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,CHEMBL2391423,IC50,nM,13300.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,13.3
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,CHEMBL471187,IC50,nM,8800.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,8.8
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,CHEMBL399121,IC50,nM,8300.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,8.3
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,CHEMBL508791,IC50,nM,2700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,2.7
CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC(C)C,CHEMBL2441745,IC50,nM,610.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,0.61
CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL2441741,IC50,nM,230.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,0.23
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)ccc21,CHEMBL3099547,IC50,nM,13860.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,13.86
CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccc3ccccc3c2)CC1,CHEMBL3099546,IC50,nM,82910.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,82.91
CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)CC1,CHEMBL3099545,IC50,nM,67200.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,67.2
CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,CHEMBL3099544,IC50,nM,11830.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,11.83
CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)C1,CHEMBL3099543,IC50,nM,4300.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,4.3
CC1CCCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,CHEMBL3099542,IC50,nM,2250.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,2.25
CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)CC1,CHEMBL3099541,IC50,nM,1180.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,1.18
O=C1Nc2ccc(S(=O)(=O)N3CCOCC3)cc2C1=O,CHEMBL484273,IC50,nM,12660.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,12.66
O=C1Nc2ccc(S(=O)(=O)N3CCCCC3)cc2C1=O,CHEMBL61320,IC50,nM,4450.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,4.45
O=C1Nc2ccc(S(=O)(=O)N3CCN(c4ccccn4)CC3)cc2C1=O,CHEMBL3099540,IC50,nM,51330.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,51.33
O=C1Nc2ccc(S(=O)(=O)N3CCN(C(=O)c4ccco4)CC3)cc2C1=O,CHEMBL3099539,IC50,nM,10070.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,10.07
O=C1Nc2ccc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)cc2C1=O,CHEMBL3099538,IC50,nM,34910.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,34.91
COc1cc(CN2CCN(S(=O)(=O)c3ccc4c(c3)C(=O)C(=O)N4)CC2)cc(OC)c1OC,CHEMBL3099537,IC50,nM,32080.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,32.08
O=C1Nc2ccc(S(=O)(=O)N3CCN(Cc4cccc(Cl)c4)CC3)cc2C1=O,CHEMBL3099536,IC50,nM,31710.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,31.71
O=C1Nc2ccc(S(=O)(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2C1=O,CHEMBL3099535,IC50,nM,100000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,100.0
O=C1Nc2ccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)cc2C1=O,CHEMBL3099534,IC50,nM,100000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,100.0
CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)CC1,CHEMBL3099533,IC50,nM,76740.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,76.74
CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)C1,CHEMBL3099530,IC50,nM,4700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,4.7
CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)C1,CHEMBL3099529,IC50,nM,2820.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,2.82
CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccc3ccccc3c2)CC1,CHEMBL3099528,IC50,nM,17820.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,17.82
CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)CC1,CHEMBL3099527,IC50,nM,1690.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,1.69
CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,CHEMBL3099526,IC50,nM,1040.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,1.04
O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccc(S(=O)(=O)N3CCOCC3)cc21,CHEMBL3099525,IC50,nM,39870.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,39.87
O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCOCC3)cc21,CHEMBL3099524,IC50,nM,13860.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,13.86
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21,CHEMBL3099523,IC50,nM,9910.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,9.91
O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCCCC3)cc21,CHEMBL3099522,IC50,nM,14000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,14.0
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(c4ccccn4)CC3)ccc21,CHEMBL3099521,IC50,nM,5520.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,5.52
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,CHEMBL554041,IC50,nM,25100.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,25.1
CN(CC(=O)NC1CCCC1)S(=O)(=O)c1cccc(Cl)c1,CHEMBL1876821,IC50,nM,200000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,200.0
Nc1ccc(F)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1,CHEMBL3105072,IC50,nM,200000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,200.0
COc1ccccc1CNC(=O)[C@H](C)NS(=O)(=O)c1ccccc1,CHEMBL3105071,IC50,nM,200000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,200.0
CCOc1ccc(S(=O)(=O)NCc2ccc3c(c2)OCO3)cc1C,CHEMBL1392147,IC50,nM,200000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,200.0
OCCCc1nc2ccccc2n1CCOc1ccccc1,CHEMBL1732790,IC50,nM,200000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,200.0
COCCOCCn1c(CCCO)nc2ccccc21,CHEMBL1488602,IC50,nM,186000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,186.0
CCOc1ccc(S(=O)(=O)NCc2ccc3c(c2)OCO3)cc1C,CHEMBL1392147,IC50,nM,76700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,76.7
OCCCc1nc2ccccc2n1CCOc1ccccc1,CHEMBL1732790,IC50,nM,74500.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,74.5
COc1ccc(N(CC(=O)NCc2ccco2)S(C)(=O)=O)cc1,CHEMBL1478361,IC50,nM,61900.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,61.9
COc1ccc(C(=O)Cn2c(NCCO)nc3ccccc32)cc1,CHEMBL1906723,IC50,nM,40900.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,40.9
Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,CHEMBL1487869,IC50,nM,30900.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,30.9
COc1ccccc1CNC(=O)[C@H](C)NS(=O)(=O)c1ccccc1,CHEMBL3105071,IC50,nM,29900.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,29.9
C(=C/c1ccccc1)\C[N+]1(C/C=C/c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL3105075,IC50,nM,29800.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,29.8
Nc1ccc(F)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1,CHEMBL3105072,IC50,nM,29800.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,29.8
COc1ccc(C(=O)Cn2c(NCCO)nc3ccccc32)cc1,CHEMBL1906723,IC50,nM,28800.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,28.8
C(=C/c1ccccc1)\C[N+]1(C/C=C/c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL3105075,IC50,nM,28300.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,28.3
Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,CHEMBL1487869,IC50,nM,27600.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,27.6
COCCOCCn1c(CCCO)nc2ccccc21,CHEMBL1488602,IC50,nM,25600.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,25.6
O=C(c1cncc(Br)c1)N1CCN(Cc2ccsc2)CC1,CHEMBL3105074,IC50,nM,24500.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,24.5
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,CHEMBL554041,IC50,nM,24500.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,24.5
Nc1ncnc2[nH]c(C(F)(F)F)nc12,CHEMBL3105076,IC50,nM,20400.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,20.4
Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,CHEMBL1487869,IC50,nM,18200.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,18.2
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,CHEMBL554041,IC50,nM,17800.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,17.8
COc1ccc(N(CC(=O)NCc2ccco2)S(C)(=O)=O)cc1,CHEMBL1478361,IC50,nM,16100.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,16.1
Nc1ncnc2[nH]c(C(F)(F)F)nc12,CHEMBL3105076,IC50,nM,13900.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,13.9
O=C(c1cncc(Br)c1)N1CCN(Cc2ccsc2)CC1,CHEMBL3105074,IC50,nM,10800.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,10.8
S=C(NCc1cccnc1)SCc1cc(Cl)sc1Cl,CHEMBL3105073,IC50,nM,9200.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,9.2
Nc1ncnc2[nH]c(C(F)(F)F)nc12,CHEMBL3105076,IC50,nM,2200.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,2.2
CN(CC(=O)NC1CCCC1)S(=O)(=O)c1cccc(Cl)c1,CHEMBL1876821,IC50,nM,940.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,0.94
S=C(NCc1cccnc1)SCc1cc(Cl)sc1Cl,CHEMBL3105073,IC50,nM,160.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,0.16
CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2C(=O)O)o1,CHEMBL3810366,IC50,nM,50000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,50.0
O=C(O)c1cccc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)c1,CHEMBL3810109,IC50,nM,50000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,50.0
O=C(O)c1cccc(N2N=C(C(F)(F)F)/C(=C\c3ccc(-c4ccccc4C(=O)O)o3)C2=O)c1,CHEMBL3808558,IC50,nM,50000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,50.0
O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)c1,CHEMBL3808795,IC50,nM,44700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,44.7
CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2C(=O)O)o1,CHEMBL3810010,IC50,nM,50000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,50.0
O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,CHEMBL3810328,IC50,nM,16400.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,16.4
O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,CHEMBL3808658,IC50,nM,20200.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,20.2
CC(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)cc1,CHEMBL3809329,IC50,nM,6000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,6.0
CC(C)(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)cc1,CHEMBL3808427,IC50,nM,5800.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,5.8
O=C1/C(=C\c2ccc(-c3ccccc3)o2)C(c2ccccc2)=NN1c1ccccc1,CHEMBL3810058,IC50,nM,50000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,50.0
O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4)o3)C2=O)c1,CHEMBL3809861,IC50,nM,6400.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,6.4
CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccccc2)o1,CHEMBL3809159,IC50,nM,50000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,50.0
O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,CHEMBL3810361,IC50,nM,41200.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,41.2
O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,CHEMBL3810325,IC50,nM,37500.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,37.5
CC(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,CHEMBL3809506,IC50,nM,11700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,11.7
CC(C)(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,CHEMBL3809579,IC50,nM,8600.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,8.6
N#Cc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,CHEMBL3809498,IC50,nM,18700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,18.7
COc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,CHEMBL3809059,IC50,nM,30700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,30.7
O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccco3)C2=O)c1,CHEMBL3809833,IC50,nM,50000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,50.0
O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4)cc3)C2=O)c1,CHEMBL3809053,IC50,nM,6700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,6.7
O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(OCc4ccccc4)cc3)C2=O)c1,CHEMBL3809926,IC50,nM,15700.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,15.7
CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,CHEMBL3818593,IC50,nM,7500.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,7.5
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,CHEMBL3818400,IC50,nM,10000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,10.0
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,CHEMBL3818761,IC50,nM,50000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,50.0
CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,CHEMBL3818000,IC50,nM,7500.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,7.5
CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,CHEMBL3818028,IC50,nM,20000.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,20.0
CC(C)C[C@H](NC(=O)OC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL4214066,IC50,nM,2100.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,2.1
CC(C)C[C@H](NC(=O)OC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],CHEMBL4208240,IC50,nM,5100.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,5.1
CC(C)C[C@H](NC(=O)OC1CCN(S(C)(=O)=O)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL4209146,IC50,nM,28800.0,CHEMBL5118,SARS coronavirus,Replicase polyprotein 1ab,IC50,uM,28.8
